ID,Title,Author,Abstract,Year,Venue,Search String
97,Generative Specification: A Pragmatic Programming Paradigm for the Stateless Reader,Juan Carlos Ghiringhelli,"The ladder has been moving in one direction since the first compiler freed the engineer from machine code. Each step produced a more capable reader. Each more capable reader demanded a richer specification. The dominant failure mode of AI-assisted software development is not incorrect code — it is architectural drift: structurally incoherent output produced at generation speed across sessions that share no persistent context. Each AI session starts stateless. Without an explicit, self-contained specification, intent degrades with every context boundary. This paper addresses that failure mode directly. Generative Specification (GS) is the first programming discipline of the pragmatic dimension: the tier at which derivability — what a stateless reader can correctly determine from the artifacts alone — becomes a binding constraint. Where Robert C. Martin's paradigm sequence (structured, object-oriented, functional) constrains syntactic form, and the semantic disciplines (SOLID, TDD, DDD) constrain meaning for a contextual reader, GS constrains what can be derived by a reader carrying no accumulated context. That reader now exists at scale: a large language model that approximates, by structural analogy, what Chomsky classifies as context-sensitive reading — output whose meaning depends on surrounding context in ways no context-free parser can achieve — stateless by architecture, reading the specification as the only available instrument. Paradigm carries Martin's sense throughout: a discipline defined by what it removes from programmer freedom, not Kuhn's sense of a scientific revolution. Whether GS constitutes the latter is a determination for the community; the claim this paper advances is narrower — that GS occupies the pragmatic tier left vacant by prior disciplines — and is answerable by structural inspection. The seven properties that define a generative specification — Self-describing, Bounded, Verifiable, Defended, Auditable, Composable, and Executable — operationalize this constraint as a measurable artifact standard. A precisely stated use case simultaneously seeds an implementation contract, an acceptance test, and user documentation: three artifacts from one production rule, with test difficulty serving as the diagnostic for underspecification. Empirical evidence across six production projects demonstrates consistent structural outcomes. SafetyCorePro: a brownfield takeover — 411 source files, zero unit tests — transformed in under 48 hours of active development to 174 changed files, 16,229 lines inserted, 484 tests covering a fully layered architecture. ForgeCraft: a developer tooling system built under the methodology it implements — 40 commits, 307 tests, a complete package rename executed in one commit with zero regressions. The six cases span five challenge categories (takeover, brownfield, greenfield, extension, migration), all executed by one engineer with AI assistance and all verifiable from public or reviewer-accessible repository history. The paper defines the theoretical principle, presents the artifact grammar through which GS operates in practice, documents the empirical record, and presents one completed replication study (Rx, evidence committed) and one practitioner study scheduled for April 2026 (Dx). The multi-agent adversarial study (Ax) — seven conditions (three pre-registered, four post-hoc), results incorporated below — tests derivation quality as a function of specification completeness under controlled conditions. The Replication Experiment (Rx) independently derived and executed a scoped subset of the benchmark domain — user management, articles, profiles, and tags; comments and favourites are explicitly out of scope per the Rx specification — using a fresh GS document, producing 104 passing tests, zero failures, across seven test suites against a live PostgreSQL instance; the evidence is committed to the repository at experiments/rx/ and is reproducible by any reader with an Anthropic API key. The human practitioner experiment (Dx), scheduled for April 2026 (40 developers, dual rubric), will test whether the methodology transfers to engineers other than its author; its design is stated in §7.7.A. The adversarial study provides the controlled condition the single-author practitioner cases cannot supply; the practitioner study will establish between-practitioner replication when completed. The paradigm characterization is advanced as a theoretical claim for community evaluation; both studies are designed to test it against its most exposed flanks. A structural corollary — the community convergence theorem — establishes that when a practitioner community contributes to a shared GS methodology under quality gates, the specification floor across all governed domains rises monotonically and, by construction, cannot retreat while quality gates hold, compounding across domains without conflict. The structural argument, grounded in five architectural properties of the methodology, is developed in §10; its implication extends beyond software to any domain in which human work can be reduced to organizable intent.",2026,Open MIND,String B
98,Generative Specification: A Pragmatic Programming Paradigm for the Stateless Reader,"Ghiringhelli, Juan Carlos","The ladder has been moving in one direction since the first compiler freed the engineer from machine code. Each step produced a more capable reader. Each more capable reader demanded a richer specification. The dominant failure mode of AI-assisted software development is not incorrect code — it is architectural drift: structurally incoherent output produced at generation speed across sessions that share no persistent context. Each AI session starts stateless. Without an explicit, self-contained specification, intent degrades with every context boundary. This paper addresses that failure mode directly. Generative Specification (GS) is the first programming discipline of the pragmatic dimension: the tier at which derivability — what a stateless reader can correctly determine from the artifacts alone — becomes a binding constraint. Where Robert C. Martin's paradigm sequence (structured, object-oriented, functional) constrains syntactic form, and the semantic disciplines (SOLID, TDD, DDD) constrain meaning for a contextual reader, GS constrains what can be derived by a reader carrying no accumulated context. That reader now exists at scale: a large language model that approximates, by structural analogy, what Chomsky classifies as context-sensitive reading — output whose meaning depends on surrounding context in ways no context-free parser can achieve — stateless by architecture, reading the specification as the only available instrument. Paradigm carries Martin's sense throughout: a discipline defined by what it removes from programmer freedom, not Kuhn's sense of a scientific revolution. Whether GS constitutes the latter is a determination for the community; the claim this paper advances is narrower — that GS occupies the pragmatic tier left vacant by prior disciplines — and is answerable by structural inspection. The seven properties that define a generative specification — Self-describing, Bounded, Verifiable, Defended, Auditable, Composable, and Executable — operationalize this constraint as a measurable artifact standard. A precisely stated use case simultaneously seeds an implementation contract, an acceptance test, and user documentation: three artifacts from one production rule, with test difficulty serving as the diagnostic for underspecification. Empirical evidence across six production projects demonstrates consistent structural outcomes. SafetyCorePro: a brownfield takeover — 411 source files, zero unit tests — transformed in under 48 hours of active development to 174 changed files, 16,229 lines inserted, 484 tests covering a fully layered architecture. ForgeCraft: a developer tooling system built under the methodology it implements — 40 commits,1127 tests, a complete package rename executed in one commit with zero regressions. The six cases span five challenge categories (takeover, brownfield, greenfield, extension, migration), all executed by one engineer with AI assistance and all verifiable from public or reviewer-accessible repository history. The paper defines the theoretical principle, presents the artifact grammar through which GS operates in practice, documents the empirical record, and presents one completed replication study (Rx, evidence committed) and one practitioner study scheduled for April 2026 (Dx). The multi-agent adversarial study (Ax) — eight conditions (three pre-registered, five post-hoc), results incorporated below — tests derivation quality as a function of specification completeness under controlled conditions. The Replication Experiment (Rx) independently derived and executed a scoped subset of the benchmark domain — user management, articles, profiles, and tags; comments and favourites are explicitly out of scope per the Rx specification — using a fresh GS document, producing 104 passing tests, zero failures, across seven test suites against a live PostgreSQL instance; the evidence is committed to the repository at experiments/rx/ and is reproducible by any reader with an Anthropic API key. The human practitioner experiment (Dx), scheduled for April 2026 (40 developers, dual rubric), will test whether the methodology transfers to engineers other than its author; its design is stated in §7.7.A. The adversarial study provides the controlled condition the single-author practitioner cases cannot supply; the practitioner study will establish between-practitioner replication when completed. The paradigm characterization is advanced as a theoretical claim for community evaluation; both studies are designed to test it against its most exposed flanks. A structural corollary — the community convergence theorem — establishes that when a practitioner community contributes to a shared GS methodology under quality gates, the specification floor across all governed domains rises monotonically and, by construction, cannot retreat while quality gates hold, compounding across domains without conflict. The structural argument, grounded in five architectural properties of the methodology, is developed in §10; its implication extends beyond software to any domain in which human work can be reduced to organizable intent.",2026,Zenodo (CERN European Organization for Nuclear Research),String B
99,Comprehensive Evaluation and Insights Into the Use of Large Language Models in the Automation of Behavior-Driven Development Acceptance Test Formulation,Shanthi Karpurapu|Sravanthy Myneni|Unnati Nettur|Likhit Sagar Gajja|Dave Burke|Tom Stiehm|Jeffery Payne,"Behavior-driven development (BDD) is an Agile testing methodology fostering collaboration among developers, QA analysts, and stakeholders. In this manuscript, we propose a novel approach to enhance BDD practices using large language models (LLMs) to automate acceptance test generation. Our study uses zero and few-shot prompts to evaluate LLMs such as GPT-3.5, GPT-4, Llama-2-13B, and PaLM-2. The paper presents a detailed methodology that includes the dataset, prompt techniques, LLMs, and the evaluation process. The results demonstrate that GPT-3.5 and GPT-4 generate error-free BDD acceptance tests with better performance. The few-shot prompt technique highlights its ability to provide higher accuracy by incorporating examples for in-context learning. Furthermore, the study examines syntax errors, validation accuracy, and comparative analysis of LLMs, revealing their effectiveness in enhancing BDD practices. However, our study acknowledges that there are limitations to the proposed approach. We emphasize that this approach can support collaborative BDD processes and create opportunities for future research into automated BDD acceptance test generation using LLMs.",2024,IEEE Access,String C
100,Cypress Copilot: Development of an AI Assistant for Boosting Productivity and Transforming Web Application Testing,Suresh Babu Nettur|Shanthi Karpurapu|Unnati Nettur|Likhit Sagar Gajja,"In today’s fast-paced software development environment, Agile methodologies demand rapid delivery and continuous improvement, making automated testing essential for maintaining quality and accelerating feedback loops. Our study addresses the challenges of developing and maintaining automation code for web-based application testing. In this paper, we propose a novel approach that leverages large language models (LLMs) and a novel prompt technique, few-shot chain, to automate code generation for web application testing. We chose the Behavior-Driven Development (BDD) methodology owing to its advantages and selected the Cypress tool for automating web application testing, as it is one of the most popular and rapidly growing frameworks in this domain. We comprehensively evaluated various OpenAI models, including GPT-4-Turbo, GPT-4o, and GitHub Copilot, using zero-shot and few-shot chain prompt techniques. Furthermore, we extensively validated with a vast set of test cases to identify the optimal approach. Our results indicate that the Cypress automation code generated by GPT-4o using a few-shot chained prompt approach excels in generating complete code for each test case, with fewer empty methods and improved syntactical accuracy and maintainability. Based on these findings, we developed a novel open-source Visual Studio Code (IDE) extension, “Cypress Copilot” utilizing GPT-4o and a few-shot chain prompt technique, which has shown promising results. Finally, we validate the Cypress Copilot tool by generating automation code for end-to-end web tests, demonstrating its effectiveness in testing various web applications and its ability to streamline development processes. More importantly, we are releasing this tool to the open-source community, as it has the potential to be a promising partner in enhancing productivity in web application automation testing.",2024,IEEE Access,String C
101,Acceptance Test Generation with Large Language Models: An Industrial Case Study,Margarida Ferreira|Luís Sebastião Viegas|João Pascoal Faria|Bruno Lima,"Large language model (LLM)-powered assistants are increasingly used for generating program code and unit tests, but their application in acceptance testing remains underexplored. To help address this gap, this paper explores the use of LLMs for generating executable acceptance tests for web applications through a two-step process: (i) generating acceptance test scenarios in natural language (in Gherkin) from user stories, and (ii) converting these scenarios into executable test scripts (in Cypress), knowing the HTML code of the pages under test. This two-step approach supports acceptance test-driven development, enhances tester control, and improves test quality. The two steps were implemented in the AutoUAT and Test Flow tools, respectively, powered by GPT-4 Turbo, and integrated into a partner company’s workflow and evaluated on real-world projects. The users found the acceptance test scenarios generated by AutoUAT helpful 95% of the time, even revealing previously overlooked cases. Regarding Test Flow, 92% of the acceptance test cases generated by Test Flow were considered helpful: 60% were usable as generated, 8% required minor fixes, and 24% needed to be regenerated with additional inputs; the remaining 8% were discarded due to major issues. These results suggest that LLMs can, in fact, help improve the acceptance test process, with appropriate tooling and supervision.",2025,,String C
102,Prompting Large Language Models to Tackle the Full Software Development Lifecycle: A Case Study,Bowen Li|Wenhan Wu|Ziwei Tang|Lin Shi|John Yang|Jinyang Li|Shunyu Yao|Qian Chen|Binyuan Hui|Qicheng Zhang|Zhiyin Yu|Hejun Du|Ping Yang|Dahua Lin|Chao Peng|Kai Chen,"Recent advancements in large language models (LLMs) have significantly enhanced their coding capabilities. However, existing benchmarks predominantly focused on simplified or isolated aspects of coding, such as single-file code generation or repository issue debugging, falling short of measuring the full spectrum of challenges raised by real-world programming activities. In this case study, we explore the performance of LLMs across the entire software development lifecycle with DevEval, encompassing stages including software design, environment setup, implementation, acceptance testing, and unit testing. DevEval features four programming languages, multiple domains, high-quality data collection, and carefully designed and verified metrics for each task. Empirical studies show that current LLMs, including GPT-4, fail to solve the challenges presented within DevEval. Our findings offer actionable insights for the future development of LLMs toward real-world programming applications.",2024,arXiv (Cornell University),String C
103,AutomTest 3.0: An automated test-case generation tool from User Story processing powered with LLMs,Joanna C. S. Santos|Paulo Maciel,"Test-driven development (TDD) and Behavior-driven development (BDD) approaches address software development issues, proposing the creation of unit tests for each system component before implementing the code for the corresponding functionality. This approach results in an objective and compact solution. It ensures that the entire codebase is tested and enhances the overall quality of the software. However, the testing process can be time-consuming and resource-intensive. Some tools were proposed to address those issues, but they lack functionalities based on User Story in a TDD approach. In this context, we propose the AutomTest 3.0 tool, which facilitates unit test case generation from user stories prior to writing the code base related to the functionality. Built upon previous versions of AutomTest, this tool extends the other ones by including generative AI to power the creation of suggestions for methods the software under test should have. This tool creates test cases for Java using techniques such as equivalence class partitioning, natural language processing, and generative artificial intelligence. To evaluate the effectiveness of AutomTest 3.0, we conducted an exploratory study with software development professionals. Their feedback highlighted the tool’s utility in their daily work routines. AutomTest 3.0 demonstrated promising results in test case generation, scenario coverage, and speed advantages in test case creation. https://youtu.be/xoTrvhlfvu8",2024,,String C
104,Cooking and Food Information Chatbot System using GPT-3,Safitri Safitri|Teddy Mantoro|Muhammad Agni Catur Bhakti|Wandy Wandy,,2023,,String C
105,Generative AI Based Mobile Application for Vehicle Breakdown and Maintenance Assistance,W. A. Amindu Weerawardhana|P. M. O. N. Pallegama,,2025,,String C
106,Generative AI-Based Software Testing Implementation Model in Agile Development Methodology: Systematic Literature Review,Linmas Ditasari|Teguh Raharjo,"The development of Artificial Intelligence (AI) technology, particularly Generative AI and Large Language Models (LLM), has had a significant impact on the software development process, including software testing activities. This study aims to conduct a Systematic Literature Review (SLR) to identify and analyze various Generative AI-based software testing frameworks applied in Agile development environments. The literature search process was conducted in several major scientific databases, namely IEEE Xplore, Scopus, ScienceDirect, SpringerLink, and Google Scholar with a publication period of 2021–2026. Based on the selection process using the PRISMA method, 35 articles were obtained that met the inclusion criteria. The analysis results show that most studies utilize Large Language Models (LLM), machine learning, generative models, and retrieval-augmented generation (RAG) techniques to support software test automation, such as test case generation, unit testing automation, and behavior-driven development testing. In addition, several studies also developed AI assistant and agentic AI-based frameworks that can be integrated into Agile development pipelines. This study found that the use of Generative AI can improve testing process efficiency, accelerate test case generation, and help improve software quality. However, several challenges remain, such as limited model accuracy, the need for high-quality datasets, and issues with the security and reliability of AI-based systems",2026,Ranah Research Journal of Multidisciplinary Research and Development,String C
107,"LLM-as-a-Judge for Scalable Test Coverage Evaluation: Accuracy, Operational Reliability, and Cost","Dejun Huang|Chew, Shila|Anna Dutkiewicz|Zhaoxia Wang","Assessing software test coverage at scale remains a bottleneck in QA pipelines. We present LLM-as-a-Judge (LAJ), a production-ready, rubric-driven framework for evaluating Gherkin acceptance tests with structured JSON outputs. Across 20 model configurations (GPT-4, GPT-5 with varying reasoning effort, and open-weight models) on 100 expert-annotated scripts over 5 runs (500 evaluations), we provide the first comprehensive analysis spanning accuracy, operational reliability, and cost. We introduce the Evaluation Completion Rate (ECR@1) to quantify first-attempt success, revealing reliability from 85.4% to 100.0% with material cost implications via retries. Results show that smaller models can outperform larger ones: GPT-4o Mini attains the best accuracy (6.07 MAAE), high reliability (96.6% ECR@1), and low cost ($1.01 per 1K), yielding a 78x cost reduction vs. GPT-5 (high reasoning) while improving accuracy. Reasoning effort is model-family dependent: GPT-5 benefits from increased reasoning (with predictable accuracy-cost tradeoffs), whereas open-weight models degrade across all dimensions as reasoning increases. Overall, cost spans 175x ($0.45-$78.96 per 1K). We release the dataset, framework, and code to support reproducibility and deployment.",2025,ArXiv.org,String C
108,Implementasi Langchain dan Large Language Models Dalam Automatic Question Generation Untuk Computer Assisted Test,Novri Rahman|Nazruddin Safaat Harahap|Muhammad Affandes|Pizaini Pizaini,"The advancement of Artificial Intelligence (AI), particularly Large Language Models (LLM), presents new opportunities in transforming educational assessment systems. This study aims to implement the LangChain framework integrated with LLM for an Automatic Question Generation (AQG) system within a Computer Assisted Test (CAT) platform, using eleventh-grade Biology subject matter as a case study. The methodology includes data collection from PDF-based instructional materials, text embedding using Facebook AI Similarity Search (FAISS) as the knowledge base, and automatic question generation through the GPT-4o model. The system is developed using a microservices architecture comprising frontend and backend services built with the Next.js, FastAPI, and Express.js frameworks. System evaluation was conducted using the User Acceptance Test (UAT) and the DeepEval framework. The evaluation results show a teacher satisfaction rate of 92.7% and a positive response from students at 67.5%. Meanwhile, the DeepEval assessment reported average scores of 3,69% for hallucination, 97,44% for contextual precision, 83,30% for contextual relevancy, 70,63% for answer relevancy, and 92,47% for prompt alignment. These findings indicate that the integration of LangChain and LLM is effective in generating contextually accurate and relevant questions, although improvements are still needed in answer relevancy. This study is expected to provide an efficient solution for digital-based educational assessment and contribute to future developments in educational AI.",2025,Bulletin of Computer Science Research,String C
109,System Design for Automating Incident Update Responses Using Large Language Models,Gilang Aulia Muhamad|Candra Restu Winata|Khalid Habib,,2025,,String C
110,"Large Language Models in Production: Evaluation Frameworks, Safety Engineering, and Multi-Objective Deployment Strategies",Chandra Chinthapanti,"The deployment of large language models (LLMs) in production systems has exposed a fundamental gap between the rapid advancement of model capabilities and the maturity of the engineering practices used to govern them. Unlike conventional software, LLMs are probabilistic, non-deterministic, and increasingly embedded in safety-critical, multi-objective, and multilingual environments where standard quality assurance techniques are insufficient. This paper surveys the key engineering challenges in production LLM deployment—covering evaluation methodology, lifecycle discipline, agent-level robustness, and linguistic coverage—and proposes a unified four-stage pipeline that integrates acceptance test-driven development, Pareto-based multi-objective evaluation, and rigorous language-specific benchmarking. We examine how these approaches address complementary failure modes: misalignment between model behaviour and business requirements, collapse of multi-dimensional performance to inadequate scalar metrics, and silent degradation in non-English deployment settings. The proposed pipeline draws on engineering principles that are well-established in software development but largely absent from current LLM practice, and we demonstrate how their adoption yields more comprehensive safety coverage, more transparent trade-off analysis, and more reliable multilingual quality assurance than benchmark-centric approaches alone",2026,International Journal for Research in Applied Science and Engineering Technology,String C
111,Large Language Model Chatbot with Retrievalaugmented Generation and Function Calling for Indonesian Article 21 Withholding Tax Support,Verren Angelina Saputra|M. S. Karthika Devi|Ethelind Septiani Metta|Rhio Sutoyo|Mahda Karina,,2026,,String C
112,AI YOUTUBE VIDEO SUMMARIZER FOR INTELLIGENT KNOWLEDGE EXTRACTION FROM VIDEO CONTENT,Dr. Sangeetha Radhakrishnan Masik Ahamed M,"The AI YouTube Video Summarizer is a full-stack, AI-powered web application designed to intelligently process,analyze, and summarize YouTube video content using Google Gemini large language models. The system supportsa dual-architecture deployment — a Streamlit-based Python frontend for rapid use and a Flask REST API pairedwith a React + Vite frontend for production environments. Six distinct output modes are provided: Short Summary,Detailed Summary, Full Explanation, AI-generated timestamped chapters, full transcript download, and aRetrieval-Augmented Generation (RAG) chatbot for interactive Q&A over video content. The RAG pipeline usesChromaDB for in-memory vector storage and Gemini embeddings for semantic similarity search, enablingfactually grounded, hallucination-free answers. A mind map generation feature produces hierarchical Mermaid.jsdiagrams for visual knowledge representation. User acceptance testing with 10 participants confirmed an averagesatisfaction score of 4.6/5 across all features, with summarization latency under 8 seconds on the gemini-flashlatest model. The system demonstrates how open-source, zero-infrastructure-cost LLM tooling can deliverenterprise-grade video intelligence at no subscription cost.",2026,Zenodo (CERN European Organization for Nuclear Research),String C
113,AI YOUTUBE VIDEO SUMMARIZER FOR INTELLIGENT KNOWLEDGE EXTRACTION FROM VIDEO CONTENT,Dr. Sangeetha Radhakrishnan Masik Ahamed M,"The AI YouTube Video Summarizer is a full-stack, AI-powered web application designed to intelligently process,analyze, and summarize YouTube video content using Google Gemini large language models. The system supportsa dual-architecture deployment — a Streamlit-based Python frontend for rapid use and a Flask REST API pairedwith a React + Vite frontend for production environments. Six distinct output modes are provided: Short Summary,Detailed Summary, Full Explanation, AI-generated timestamped chapters, full transcript download, and aRetrieval-Augmented Generation (RAG) chatbot for interactive Q&A over video content. The RAG pipeline usesChromaDB for in-memory vector storage and Gemini embeddings for semantic similarity search, enablingfactually grounded, hallucination-free answers. A mind map generation feature produces hierarchical Mermaid.jsdiagrams for visual knowledge representation. User acceptance testing with 10 participants confirmed an averagesatisfaction score of 4.6/5 across all features, with summarization latency under 8 seconds on the gemini-flashlatest model. The system demonstrates how open-source, zero-infrastructure-cost LLM tooling can deliverenterprise-grade video intelligence at no subscription cost.",2026,Zenodo (CERN European Organization for Nuclear Research),String C
114,Design and Development of an AI-Based Interview Preparation Platform as a SaaS using MERN Stack,Vivek Kumar,"The modern employment landscape demands more from candidates than technical knowledge alone. Effectiveinterview performance requires preparation that is adaptive, personalized, and grounded in realistic simulation—qualities that themajority of existing tools fail to deliver. This paper presents the design and development of an AI-based interview preparationplatform built as a Software-as-a-Service (SaaS) product using the MERN stack: MongoDB, Express.js, React.js, and Node.js.The system was designed and implemented by the author as part of an internship at Tuftech, with the objective of creating ascalable, intelligent, and accessible preparation tool for job seekers across domains. The platform integrates large language model(LLM) APIs to generate contextually rich, resume-aware interview questions, evaluate candidate responses in real time, anddeliver structured, constructive feedback. Core features include multi-round mock interview simulation, resume-based questionpersonalization, a real-time AI feedback engine, a performance analytics dashboard, role-based user management, and a tieredSaaS subscription model. The system was evaluated through API load testing and structured user acceptance testing with twentyfive participants, yielding strong performance metrics and consistently high satisfaction scores. This paper describes the completesystem architecture, development methodology, implementation strategy, and empirical evaluation outcomes, positioning theplatform as a technically sound and practically viable solution to the growing demand for intelligent interview preparation.Keywords— Artificial Intelligence; Interview Preparation; SaaS; MERN Stack; Natural Language Processing; Mock Interview;Resume Parsing; Performance Analytics; Large Language Models; RESTful API",2026,Zenodo (CERN European Organization for Nuclear Research),String C
115,Design and Development of an AI-Based Interview Preparation Platform as a SaaS using MERN Stack,Vivek Kumar,"The modern employment landscape demands more from candidates than technical knowledge alone. Effectiveinterview performance requires preparation that is adaptive, personalized, and grounded in realistic simulation—qualities that themajority of existing tools fail to deliver. This paper presents the design and development of an AI-based interview preparationplatform built as a Software-as-a-Service (SaaS) product using the MERN stack: MongoDB, Express.js, React.js, and Node.js.The system was designed and implemented by the author as part of an internship at Tuftech, with the objective of creating ascalable, intelligent, and accessible preparation tool for job seekers across domains. The platform integrates large language model(LLM) APIs to generate contextually rich, resume-aware interview questions, evaluate candidate responses in real time, anddeliver structured, constructive feedback. Core features include multi-round mock interview simulation, resume-based questionpersonalization, a real-time AI feedback engine, a performance analytics dashboard, role-based user management, and a tieredSaaS subscription model. The system was evaluated through API load testing and structured user acceptance testing with twentyfive participants, yielding strong performance metrics and consistently high satisfaction scores. This paper describes the completesystem architecture, development methodology, implementation strategy, and empirical evaluation outcomes, positioning theplatform as a technically sound and practically viable solution to the growing demand for intelligent interview preparation.Keywords— Artificial Intelligence; Interview Preparation; SaaS; MERN Stack; Natural Language Processing; Mock Interview;Resume Parsing; Performance Analytics; Large Language Models; RESTful API",2026,Zenodo (CERN European Organization for Nuclear Research),String C
116,Development and Implementation of the Primakara Virtual Assistant Based on Generative Artificial Intelligence,Made Adi Paramartha Putra|I Putu Buda Suyasa|I Made Artana|Nengah Widya Utami,"The growing need for efficient, accessible, and context-aware academic support systems has led to the exploration of Generative AI (GenAI) technologies in educational settings. However, existing virtual assistants often lack contextual relevance, adaptability, and user-friendly interaction, limiting their effectiveness in higher education environments. This study proposes a GenAI-based Virtual Assistant (VA) tailored for university-related applications, combining voice recognition, natural language understanding, and text-to-speech technologies to create an interactive and intelligent support system. The proposed work was evaluated through four key testing stages: black-box functionality testing, response similarity analysis, inference time measurement, and user acceptance testing. Black-box testing validated the system’s ability to process speech input, generate accurate audio responses, and provide responsive UI/UX feedback. A TF-IDF cosine similarity analysis across 11 academic departments yielded an average similarity score of 81.86%, demonstrating semantic alignment with institutional content. The system also maintained an average response time of 3.88 seconds. User feedback from 25 participants revealed high satisfaction levels, with scores exceeding 4.0 across all indicators and large T-statistic value. These results confirm the system’s potential as an effective, real-time academic assistant.",2025,International Journal of Advances in Data and Information Systems,String C
117,HANA: An AI Chatbot for Islamic Jurisprudence on Menstruation using SBERT and TF-IDF,Tsaura Rafah Masuzzahra|Khothibul Umam|Hery Mustofa|Maya Rini Handayani,"The advancement of Artificial Intelligence (AI), particularly in Natural Language Processing (NLP), has opened new opportunities for religious technological innovation, especially in addressing practical Islamic jurisprudence issues such as menstruation (fiqh haid). This research proposes and implements HANA, an AI chatbot developed for Telegram, utilizing a hybrid approach combining Term Frequency-Inverse Document Frequency (TF-IDF) and Sentence-BERT (SBERT) models. A curated dataset of over 1000 question-answer pairs from classical and contemporary Islamic literature was used, primarily based on the Shafi'i school of thought. The chatbot matches user queries through a two-stage retrieval: initial keyword matching via TF-IDF and deeper semantic matching via SBERT embeddings. Evaluations were conducted by comparing TF-IDF, SBERT, and hybrid approaches using cosine similarity, precision, recall, and F1-score metrics, focused on top-1 retrieval accuracy. HANA achieved an average cosine similarity score of 0.6581 and a semantic relevance rating of 87% based on expert validation, while User Acceptance Testing (UAT) involving 15 respondents indicated 86.7% satisfaction. Although the system is deployed as a proof-of-concept on Google Colab without persistent hosting, it demonstrates the viability of lightweight AI chatbots for Shariah consultation services. Future improvements include multi-turn conversation handling and integration with large language models for better context understanding. This research contributes to expanding NLP applications within techno-dakwah initiatives, providing a scalable approach to enhance women's access to Islamic jurisprudence knowledge.",2025,Journal of Applied Informatics and Computing,String C
118,Conflict-Free Policy Languages for Probabilistic ML Predicates: A Framework and Case Study with the Semantic Router DSL,X Liu|Hao Wu|Huamin Chen|Bowei He|Xue Liu,"Conflict detection in policy languages is a solved problem -- as long as every rule condition is a crisp Boolean predicate. BDDs, SMT solvers, and NetKAT all exploit that assumption. But a growing class of routing and access-control systems base their decisions on probabilistic ML signals: embedding similarities, domain classifiers, complexity estimators. Two such signals, declared over categories the author intended to be disjoint, can both clear their thresholds on the same query and silently route it to the wrong model. Nothing in the compiler warns about this. We characterize the problem as a three-level decidability hierarchy -- crisp conflicts are decidable via SAT, embedding conflicts reduce to spherical cap intersection, and classifier conflicts are undecidable without distributional knowledge -- and show that for the embedding case, which dominates in practice, replacing independent thresholding with a temperature-scaled softmax partitions the embedding space into Voronoi regions where co-firing is impossible. No model retraining is needed. We implement the detection and prevention mechanisms in the Semantic Router DSL, a production routing language for LLM inference, and discuss how the same ideas apply to semantic RBAC and API gateway policy.",2026,arXiv (Cornell University),String C
119,Conflict-Free Policy Languages for Probabilistic ML Predicates: A Framework and Case Study with the Semantic Router DSL,X Liu|Hao Wu|Huamin Chen|Bowei He|Xue Liu,"Conflict detection in policy languages is a solved problem -- as long as every rule condition is a crisp Boolean predicate. BDDs, SMT solvers, and NetKAT all exploit that assumption. But a growing class of routing and access-control systems base their decisions on probabilistic ML signals: embedding similarities, domain classifiers, complexity estimators. Two such signals, declared over categories the author intended to be disjoint, can both clear their thresholds on the same query and silently route it to the wrong model. Nothing in the compiler warns about this. We characterize the problem as a three-level decidability hierarchy -- crisp conflicts are decidable via SAT, embedding conflicts reduce to spherical cap intersection, and classifier conflicts are undecidable without distributional knowledge -- and show that for the embedding case, which dominates in practice, replacing independent thresholding with a temperature-scaled softmax partitions the embedding space into Voronoi regions where co-firing is impossible. No model retraining is needed. We implement the detection and prevention mechanisms in the Semantic Router DSL, a production routing language for LLM inference, and discuss how the same ideas apply to semantic RBAC and API gateway policy.",2026,ArXiv.org,String C
120,Generative AI and Strategic Decision-Making : The Role of Generative AI in Strategic Decision-Making and its Perceived Operational and Financial Organizational Outcomes,"Esmaeili, Reza|Sixel, Alexandre","Generative AI (GenAI) tools are spreading into managerial work, including strategic decision-making. Yet most research remains conceptual, with no (to the best of our knowledge) empirical studies that link concrete use of GenAI by managers, its organizational effects and adoption challenges at the company level. Hence, we defined our research question as “How can managers leverage GenAI in decision-making, and what organizational outcomes (operational and financial) emerge from its use?” First, a systematic literature review was conducted to define the key usages of GenAI in strategic tasks, the affected operational and financial outcomes by the use of GenAI, and potential adoption obstacles. Next, a questionnaire was distributed to management professionals using purposive sampling. It aimed to ask how they use GenAI in decision processes, what impact they see on selected operational and financial outcomes, and what challenges they face. The responses were analyzed using Fuzzy Delphi Method (FDM), applying two acceptance tests - consensus and significance - to only keep relationships that experts both agreed on and considered important. The accepted relationships alongside their strength values were then used to build a Fuzzy Cognitive Mapping (FCM) showing how GenAI use cases connect to organizational outcomes. Our investigations showed that on average respondents considered a moderate positive impact on the operational and financial outcomes when using GenAI in certain use cases. This means that GenAI can raise the quality and speed of strategic decisions by improving how managers find, make sense of, and compare options.",2025,KTH Publication Database DiVA (KTH Royal Institute of Technology),String C
